date;daily_avg_temperature;sunshine_duration;rainfall_duration;avg_air_pressure;avg_cloudiness
19800101;9;23;22;10072;5
19800102;-4;27;2;10175;4
19800103;-23;0;59;10208;6
19800104;16;0;96;10072;8
19800105;39;0;67;10060;8
19800106;50;-1;77;10073;8
19800107;32;0;3;10150;8
19800108;14;0;6;10229;8
19800109;1;0;0;10228;8
19800110;-5;0;0;10298;8
19800111;-27;0;0;10379;7
19800112;-55;67;0;10417;0
19800113;-70;69;0;10355;0
19800114;-61;0;0;10199;5
19800115;-41;-1;0;10151;7
19800116;-21;28;0;10188;7
19800117;-35;58;0;10193;2
19800118;-45;48;0;10137;2
19800119;-25;63;0;10107;1
19800120;-9;0;16;10098;6
19800121;25;0;31;10007;7
19800122;43;0;26;9949;7
19800123;31;6;24;9979;5
19800124;21;4;2;10036;6
19800125;26;10;5;10150;7
19800126;9;23;3;10232;4
19800127;18;45;1;10274;6
19800128;-6;0;31;10242;7
19800129;12;0;2;10167;8
19800130;62;2;5;10034;8
19800131;70;27;85;9857;7
19800201;13;65;5;10067;5
19800202;35;0;81;10013;7
19800203;40;0;62;10020;8
19800204;16;7;42;10039;8
19800205;78;0;98;9963;8
19800206;70;0;67;10056;8
19800207;63;-1;16;10094;8
19800208;75;-1;6;10160;7
19800209;85;39;0;10107;6
19800210;70;10;4;10157;5
19800211;56;2;3;10236;5
19800212;45;0;0;10258;7
19800213;50;0;0;10208;5
19800214;16;9;0;10202;6
19800215;51;0;64;10154;8
19800216;62;4;0;10172;8
19800217;56;22;0;10259;6
19800218;50;40;0;10259;3
19800219;27;86;0;10225;1
19800220;42;84;0;10206;0
19800221;48;89;0;10228;1
19800222;54;87;0;10230;1
19800223;45;0;44;10279;7
19800224;54;42;0;10284;4
19800225;47;-1;0;10257;7
19800226;29;0;0;10308;8
19800227;26;0;0;10343;8
19800228;37;0;0;10335;8
19800229;61;0;0;10286;8
19800301;58;56;0;10247;5
19800302;34;4;1;10185;6
19800303;20;42;3;10206;5
19800304;39;0;2;10215;8
19800305;33;52;0;10136;4
19800306;54;1;83;9927;8
19800307;66;-1;58;9845;8
19800308;57;3;25;9971;6
19800309;32;0;0;10151;6
19800310;59;7;60;10169;8
19800311;56;0;14;10178;7
19800312;55;0;124;10121;7
19800313;67;4;58;10040;8
19800314;44;3;3;10123;8
19800315;24;0;0;10183;8
19800316;38;0;0;10194;8
19800317;52;2;0;10138;8
19800318;45;18;0;10123;7
19800319;4;0;0;10162;6
19800320;-6;98;0;10070;0
19800321;-7;28;1;9978;5
19800322;13;6;5;10034;6
19800323;17;30;0;10100;4
19800324;52;93;0;10088;0
19800325;72;36;8;10059;6
19800326;67;25;0;10067;6
19800327;105;-1;48;9977;8
19800328;102;9;16;10007;6
19800329;68;0;79;10010;7
19800330;65;53;0;10172;6
19800331;72;37;30;10127;7
19800401;99;0;114;10032;8
19800402;70;49;32;10137;5
19800403;57;24;7;10256;6
19800404;53;63;0;10292;5
19800405;60;116;0;10326;3
19800406;70;59;0;10318;5
19800407;50;6;1;10276;6
19800408;51;9;11;10187;6
19800409;54;37;5;10195;6
19800410;70;20;1;10234;6
19800411;64;30;0;10263;5
19800412;99;121;0;10218;0
19800413;133;121;0;10183;0
19800414;143;124;0;10180;1
19800415;150;128;0;10182;0
19800416;144;124;0;10195;1
19800417;111;117;0;10185;3
19800418;75;0;91;10144;7
19800419;69;35;15;10068;7
19800420;53;54;31;10047;6
19800421;59;47;12;10170;6
19800422;55;0;0;10226;6
19800423;60;73;0;10225;5
19800424;73;59;3;10184;6
19800425;64;0;25;10139;8
19800426;72;21;63;10121;6
19800427;80;80;5;10163;4
19800428;65;0;0;10173;7
19800429;71;4;20;10160;8
19800430;116;86;0;10165;3
19800501;134;95;0;10157;1
19800502;107;126;0;10151;1
19800503;87;119;0;10140;3
19800504;85;117;0;10130;2
19800505;78;128;0;10124;2
19800506;100;59;4;10044;5
19800507;102;17;0;10025;7
19800508;78;4;0;10108;7
19800509;84;106;0;10254;3
19800510;109;145;0;10311;1
19800511;144;145;0;10265;1
19800512;168;145;0;10212;0
19800513;157;146;0;10203;1
19800514;144;146;0;10232;1
19800515;127;146;0;10268;2
19800516;136;99;0;10240;6
19800517;148;95;0;10219;6
19800518;166;103;0;10187;4
19800519;169;142;0;10183;1
19800520;158;69;0;10129;4
19800521;149;111;0;10130;3
19800522;99;138;0;10192;3
19800523;100;56;0;10206;5
19800524;109;5;2;10175;8
19800525;113;18;2;10162;7
19800526;137;68;0;10145;5
19800527;149;42;0;10095;7
19800528;144;25;11;10055;7
19800529;115;9;50;10032;7
19800530;110;120;0;10084;4
19800531;103;42;62;10067;7
19800601;128;79;20;10134;5
19800602;137;140;0;10237;3
19800603;143;0;35;10250;6
19800604;163;65;0;10249;5
19800605;196;147;0;10193;1
19800606;188;123;0;10149;2
19800607;151;60;8;10125;5
19800608;143;68;0;10114;4
19800609;175;51;0;10088;5
19800610;173;0;5;10056;8
19800611;174;54;9;10084;6
19800612;176;113;0;10153;3
19800613;215;85;0;10160;5
19800614;216;34;4;10107;6
19800615;166;63;5;10138;5
19800616;147;16;11;10123;6
19800617;133;22;27;10098;6
19800618;145;41;3;10113;5
19800619;137;2;11;10074;7
19800620;124;34;30;10075;7
19800621;133;43;9;10087;6
19800622;118;38;26;10066;6
19800623;122;49;16;10042;6
19800624;124;27;26;10033;7
19800625;131;97;14;10067;5
19800626;122;41;7;10093;6
19800627;124;65;7;10124;5
19800628;120;0;70;10064;8
19800629;128;55;21;10084;7
19800630;145;56;24;10090;7
19800701;134;25;92;9986;7
19800702;150;29;13;10098;7
19800703;144;4;0;10188;7
19800704;138;0;15;10154;7
19800705;147;39;19;10107;7
19800706;159;55;24;10113;6
19800707;151;8;47;10052;7
19800708;147;0;25;9978;8
19800709;146;2;41;9993;8
19800710;152;1;25;10080;8
19800711;137;13;3;10190;8
19800712;136;42;33;10165;7
19800713;131;48;46;10125;7
19800714;144;5;80;10044;8
19800715;145;67;0;10072;6
19800716;129;11;7;10169;6
19800717;134;18;1;10195;6
19800718;153;2;28;10119;7
19800719;154;0;98;10043;8
19800720;145;0;70;9980;8
19800721;127;5;21;10130;6
19800722;143;115;0;10216;1
19800723;174;130;0;10162;2
19800724;177;106;0;10198;3
19800725;205;124;0;10159;0
19800726;226;124;3;10083;2
19800727;193;48;0;10145;4
19800728;198;75;0;10171;3
19800729;221;109;0;10110;1
19800730;175;-1;15;10152;6
19800731;183;105;0;10212;3
19800801;201;53;4;10197;6
19800802;217;113;0;10158;4
19800803;224;66;0;10117;4
19800804;188;46;18;10155;6
19800805;184;54;23;10140;7
19800806;183;51;0;10181;6
19800807;186;14;0;10134;6
19800808;165;39;3;10109;5
19800809;147;36;0;10185;6
19800810;166;51;0;10195;5
19800811;180;12;49;10115;6
19800812;155;33;31;10072;7
19800813;162;20;2;10129;7
19800814;185;10;21;10131;6
19800815;193;99;12;10096;3
19800816;186;1;0;10165;8
19800817;191;77;0;10197;5
19800818;185;9;0;10193;7
19800819;163;64;0;10224;6
19800820;183;45;0;10173;7
19800821;165;77;8;10137;6
19800822;135;46;34;10161;6
19800823;124;25;14;10200;7
19800824;114;8;26;10216;6
19800825;123;106;0;10216;3
19800826;154;122;0;10180;3
19800827;167;112;0;10165;1
19800828;159;-1;0;10159;6
19800829;176;8;51;10101;8
19800830;159;25;86;10035;7
19800831;143;31;71;10152;5
19800901;141;97;0;10280;2
19800902;141;105;0;10275;3
19800903;154;122;0;10193;1
19800904;150;13;0;10169;4
19800905;156;7;25;10109;7
19800906;162;98;3;10196;4
19800907;172;116;0;10199;0
19800908;168;95;21;10149;4
19800909;144;78;5;10181;6
19800910;142;0;25;10100;7
19800911;154;72;23;10119;6
19800912;159;28;18;10097;6
19800913;144;69;36;10120;5
19800914;148;11;58;10141;7
19800915;150;17;0;10205;6
19800916;157;42;0;10204;6
19800917;157;53;20;10169;6
19800918;157;73;0;10163;6
19800919;179;51;0;10111;4
19800920;194;98;0;10101;1
19800921;187;24;0;10123;6
19800922;170;8;2;10157;5
19800923;147;52;0;10218;3
19800924;136;0;7;10232;7
19800925;108;15;0;10272;4
19800926;119;87;0;10247;3
19800927;130;36;2;10178;5
19800928;163;52;0;10205;5
19800929;151;19;5;10246;7
19800930;142;80;6;10265;5
19801001;128;42;21;10255;5
19801002;115;23;0;10255;4
19801003;95;78;0;10243;2
19801004;94;22;5;10191;4
19801005;99;28;1;10179;6
19801006;127;1;45;10042;8
19801007;120;47;72;9891;6
19801008;96;30;49;9960;6
19801009;85;27;10;10022;5
19801010;86;65;0;10053;5
19801011;83;0;0;9985;8
19801012;86;78;0;10083;4
19801013;63;84;0;10108;2
19801014;56;44;0;10100;5
19801015;55;25;0;10082;4
19801016;103;0;32;9968;8
19801017;113;0;39;9905;8
19801018;88;37;18;10019;5
19801019;63;25;64;10191;5
19801020;67;11;3;10263;6
19801021;97;15;0;10197;6
19801022;108;-1;13;10077;8
19801023;120;27;23;9985;7
19801024;104;45;13;9957;6
19801025;83;36;25;10095;6
19801026;84;3;39;10205;8
19801027;146;8;25;10167;6
19801028;143;11;47;10124;6
19801029;107;3;13;10123;5
19801030;69;67;4;10242;3
19801031;39;60;0;10296;3
19801101;22;75;0;10321;2
19801102;-13;87;0;10330;0
19801103;-36;77;0;10332;2
19801104;-29;2;10;10315;4
19801105;-8;56;0;10246;3
19801106;-4;0;55;10163;7
19801107;1;0;151;10142;8
19801108;0;58;0;10151;6
19801109;6;61;0;10132;4
19801110;26;-1;0;10142;7
19801111;44;2;44;10059;7
19801112;43;46;19;10071;4
19801113;52;5;5;10166;6
19801114;66;0;88;10124;8
19801115;98;0;179;9993;8
19801116;122;-1;16;10049;6
19801117;128;1;48;10044;7
19801118;92;18;2;10045;6
19801119;78;1;54;10203;6
19801120;106;34;0;10167;5
19801121;118;-1;0;10164;7
19801122;122;0;48;10176;8
19801123;133;0;2;10215;8
19801124;132;0;6;10177;8
19801125;88;2;2;10100;7
19801126;34;21;3;10116;4
19801127;27;0;25;10090;5
19801128;27;17;89;9992;7
19801129;14;26;9;10198;5
19801130;-10;68;0;10391;3
19801201;-24;57;0;10376;4
19801202;11;0;22;10109;7
19801203;18;55;3;10085;4
19801204;11;15;60;10050;6
19801205;26;0;58;9966;8
19801206;2;34;18;9988;5
19801207;-32;45;21;10173;4
19801208;-31;52;0;10335;3
19801209;-8;9;0;10338;6
19801210;13;0;0;10261;8
19801211;69;0;48;10218;8
19801212;65;0;0;10232;8
19801213;82;0;22;10104;7
19801214;90;0;59;10061;6
19801215;64;50;14;10015;4
19801216;41;66;13;10230;4
19801217;31;1;84;10183;7
19801218;39;20;55;10059;6
19801219;14;0;7;10016;7
19801220;12;0;56;9806;8
19801221;25;0;25;9985;7
19801222;44;0;3;10177;7
19801223;94;2;15;10187;7
19801224;101;0;0;10197;8
19801225;78;27;23;10145;5
19801226;38;36;7;10153;5
19801227;8;69;8;10245;2
19801228;10;0;17;10345;6
19801229;62;0;10;10337;8
19801230;77;0;0;10311;8
19801231;73;0;0;10193;7
19810101;42;20;26;10181;5
19810102;66;0;155;10124;8
19810103;81;24;29;9974;7
19810104;36;18;27;10021;5
19810105;18;37;12;10178;5
19810106;1;26;42;10160;5
19810107;-5;56;0;10311;3
19810108;4;0;9;10345;7
19810109;51;0;133;10231;8
19810110;29;34;30;10198;4
19810111;-1;55;0;10303;3
19810112;-3;0;70;10099;6
19810113;-4;51;11;10144;3
19810114;33;0;141;9961;8
19810115;10;12;49;9907;6
19810116;0;9;61;10011;6
19810117;41;10;32;9963;7
19810118;13;30;0;10143;7
19810119;37;1;48;10056;6
19810120;6;19;9;10167;5
19810121;1;0;1;10274;8
19810122;28;0;44;10296;8
19810123;51;0;10;10318;8
19810124;47;0;13;10252;7
19810125;37;5;0;10229;5
19810126;20;54;26;10322;5
19810127;61;0;20;10367;8
19810128;52;0;0;10407;8
19810129;44;0;0;10372;8
19810130;29;0;0;10359;7
19810131;24;38;0;10362;4
19810201;21;0;0;10349;5
19810202;46;52;0;10301;5
19810203;69;27;81;10040;7
19810204;37;0;33;9950;5
19810205;26;1;31;10066;5
19810206;71;0;19;10142;8
19810207;90;0;0;10207;8
19810208;86;0;7;10205;8
19810209;73;0;0;10134;8
19810210;30;0;102;10137;6
19810211;6;59;11;10248;3
19810212;2;15;10;10206;6
19810213;-10;86;0;10265;0
19810214;-27;53;0;10263;2
19810215;-14;67;0;10247;3
19810216;-8;52;0;10279;4
19810217;18;0;0;10297;8
19810218;5;-1;0;10248;6
19810219;-2;-1;0;10228;7
19810220;-16;13;50;10208;5
19810221;-41;64;0;10213;1
19810222;-30;66;0;10170;0
19810223;-27;67;0;10181;1
19810224;-16;0;31;10237;7
19810225;1;48;0;10301;5
19810226;3;50;0;10277;4
19810227;24;69;0;10168;3
19810228;14;0;77;10067;7
19810301;50;48;10;10079;5
19810302;62;1;21;10042;7
19810303;30;0;25;10051;8
19810304;5;5;0;10157;8
19810305;19;13;11;10136;8
19810306;52;0;9;10082;8
19810307;109;0;69;10085;8
19810308;114;0;55;10050;7
19810309;98;0;213;10116;8
19810310;111;0;136;10110;8
19810311;120;0;127;9987;8
19810312;95;0;51;10013;8
19810313;87;6;25;9980;7
19810314;71;0;115;9989;8
19810315;55;0;64;10084;8
19810316;43;21;40;10120;6
19810317;23;48;4;10113;5
19810318;30;3;32;10091;6
19810319;79;1;0;10039;7
19810320;87;71;0;10039;5
19810321;116;41;2;10014;5
19810322;89;4;20;9955;6
19810323;71;0;39;10004;8
19810324;109;16;55;10040;8
19810325;134;3;57;10063;8
19810326;98;22;16;10078;5
19810327;99;94;0;10141;4
19810328;121;8;0;10080;7
19810329;126;47;31;10055;6
19810330;113;0;14;10112;7
19810331;107;7;0;10129;7
19810401;96;0;0;10126;8
19810402;82;0;1;10189;8
19810403;87;0;0;10233;8
19810404;64;0;1;10248;8
19810405;63;17;0;10228;6
19810406;72;43;0;10208;4
19810407;95;42;0;10203;5
19810408;103;31;0;10244;5
19810409;120;82;0;10259;1
19810410;142;110;0;10215;0
19810411;148;85;0;10130;4
19810412;128;12;3;10181;6
19810413;98;29;0;10271;6
19810414;104;117;0;10278;4
19810415;100;125;0;10249;3
19810416;94;106;0;10244;3
19810417;58;107;0;10261;1
19810418;55;69;0;10255;4
19810419;60;20;17;10174;6
19810420;59;109;0;10261;2
19810421;52;-1;0;10260;7
19810422;50;45;5;10205;7
19810423;26;92;1;10163;4
19810424;45;88;0;10127;7
19810425;94;2;1;10057;7
19810426;79;0;5;10050;8
19810427;76;58;0;10107;5
19810428;53;2;118;10168;7
19810429;96;13;26;10143;8
19810430;95;0;164;10087;8
19810501;63;79;1;10081;5
19810502;54;83;0;10122;3
19810503;51;45;17;10075;6
19810504;69;5;62;9922;8
19810505;61;13;34;10042;6
19810506;95;10;20;10122;7
19810507;148;71;0;10122;5
19810508;144;1;20;10083;6
19810509;173;75;7;10082;6
19810510;206;133;0;10030;3
19810511;197;130;0;9983;2
19810512;167;93;2;10058;4
19810513;157;86;3;10081;4
19810514;130;8;14;10153;7
19810515;142;76;0;10165;5
19810516;123;44;10;10109;6
19810517;110;74;20;10133;5
19810518;130;77;0;10183;4
19810519;164;34;2;10184;6
19810520;201;113;0;10167;6
19810521;192;87;30;10141;6
19810522;133;54;45;10175;5
19810523;129;26;52;10149;6
19810524;111;58;30;10100;6
19810525;102;30;15;10052;5
19810526;116;78;3;10060;4
19810527;127;51;17;10073;6
19810528;120;34;31;10115;6
19810529;138;80;0;10146;5
19810530;166;73;0;10162;6
19810531;193;84;32;10149;5
19810601;194;91;0;10180;5
19810602;188;82;1;10154;5
19810603;168;49;3;10154;7
19810604;155;111;0;10141;6
19810605;145;59;60;10150;7
19810606;148;73;2;10153;5
19810607;151;61;1;10142;6
19810608;172;15;16;10078;8
19810609;157;29;0;10085;7
19810610;138;72;0;10187;6
19810611;141;0;59;10184;8
19810612;128;47;0;10244;6
19810613;137;121;0;10289;4
19810614;178;13;0;10219;6
19810615;175;38;1;10161;6
19810616;135;77;3;10171;6
19810617;112;28;34;10168;7
19810618;109;0;0;10230;7
19810619;125;50;0;10210;7
19810620;117;4;8;10201;7
19810621;113;12;2;10241;6
19810622;140;74;0;10262;5
19810623;156;96;0;10230;2
19810624;162;95;0;10158;4
19810625;146;3;0;10142;7
19810626;120;0;99;10108;8
19810627;132;2;4;10133;8
19810628;120;0;192;10138;8
19810629;113;0;101;10141;7
19810630;131;0;16;10153;7
19810701;150;14;0;10120;7
19810702;150;1;56;10090;8
19810703;149;63;21;10080;5
19810704;156;46;3;10180;7
19810705;174;62;0;10196;6
19810706;174;57;0;10208;5
19810707;174;95;0;10225;2
19810708;221;143;0;10183;0
19810709;222;90;21;10134;4
19810710;194;5;11;10150;7
19810711;182;29;0;10166;7
19810712;159;26;0;10170;6
19810713;160;76;4;10172;5
19810714;156;28;0;10194;7
19810715;163;56;0;10197;6
19810716;152;0;40;10129;8
19810717;142;117;1;10104;4
19810718;138;56;2;10146;6
19810719;157;92;0;10181;6
19810720;165;9;8;10163;7
19810721;161;20;27;10122;7
19810722;166;27;0;10064;7
19810723;151;79;22;10048;5
19810724;129;-1;80;10092;7
19810725;137;19;66;10160;7
19810726;147;16;3;10217;7
19810727;161;149;0;10231;3
19810728;177;102;0;10227;5
19810729;180;56;0;10196;6
19810730;145;74;0;10224;3
19810731;168;71;11;10145;5
19810801;160;0;7;10141;7
19810802;153;58;0;10226;5
19810803;163;138;0;10280;0
19810804;196;114;0;10280;1
19810805;226;116;0;10217;1
19810806;233;96;0;10159;2
19810807;212;90;0;10145;3
19810808;178;0;0;10161;8
19810809;171;5;0;10167;8
19810810;159;0;49;10181;8
19810811;160;1;22;10201;8
19810812;169;96;0;10212;3
19810813;178;36;0;10202;6
19810814;195;114;0;10197;3
19810815;205;40;0;10179;7
19810816;156;86;0;10187;3
19810817;137;101;0;10244;4
19810818;169;63;0;10209;6
19810819;161;13;22;10130;8
19810820;144;40;59;10031;7
19810821;144;45;9;10125;6
19810822;142;16;17;10136;7
19810823;141;70;2;10225;4
19810824;137;14;0;10284;6
19810825;156;86;0;10287;5
19810826;167;74;0;10279;5
19810827;157;37;0;10264;6
19810828;163;32;0;10201;7
19810829;150;20;0;10165;7
19810830;155;94;0;10190;4
19810831;142;38;0;10186;4
19810901;154;94;0;10213;5
19810902;152;115;0;10249;1
19810903;148;103;0;10299;2
19810904;149;119;0;10294;0
19810905;148;112;0;10263;1
19810906;147;103;0;10244;1
19810907;173;62;0;10185;6
19810908;181;35;12;10171;7
19810909;160;0;0;10208;6
19810910;177;96;0;10154;1
19810911;158;22;14;10135;5
19810912;155;39;13;10130;7
19810913;138;84;24;10154;4
19810914;136;68;4;10188;5
19810915;142;4;36;10163;7
19810916;162;22;11;10177;6
19810917;145;0;0;10172;7
19810918;148;11;35;10073;5
19810919;142;40;34;10057;6
19810920;151;0;126;9981;8
19810921;147;49;10;10068;7
19810922;150;25;3;10103;6
19810923;135;76;10;10152;3
19810924;141;85;0;10089;4
19810925;136;0;0;10011;6
19810926;146;1;24;9981;6
19810927;131;46;2;10054;5
19810928;112;63;0;10130;4
19810929;110;98;0;10179;3
19810930;132;48;0;10168;5
19811001;141;102;0;10067;3
19811002;138;6;21;9966;7
19811003;103;39;15;9908;5
19811004;97;7;68;9964;6
19811005;122;82;4;10073;5
19811006;132;0;27;10042;7
19811007;118;63;5;10139;5
19811008;124;1;30;10171;6
19811009;125;15;32;10049;5
19811010;94;32;78;10016;7
19811011;91;41;52;10011;6
19811012;66;2;78;10016;7
19811013;72;13;72;10081;6
19811014;61;41;1;10103;5
19811015;48;0;0;10083;6
19811016;48;3;0;10204;5
19811017;63;25;87;10184;7
19811018;68;0;5;10161;8
19811019;79;0;65;10153;7
19811020;98;0;144;10012;7
19811021;56;33;11;10065;4
19811022;66;-1;70;10061;8
19811023;47;84;0;10154;1
19811024;57;1;4;10169;6
19811025;59;17;39;10055;5
19811026;41;7;0;10114;5
19811027;57;5;3;10121;7
19811028;79;48;25;10132;6
19811029;92;14;48;10081;7
19811030;87;55;26;10071;7
19811031;112;10;20;10122;6
19811101;114;0;6;10211;8
19811102;124;0;0;10220;8
19811103;124;0;0;10241;8
19811104;95;20;38;10248;6
19811105;67;48;2;10284;3
19811106;62;43;0;10318;4
19811107;40;65;0;10326;3
19811108;17;83;0;10331;3
19811109;25;0;0;10323;6
19811110;17;0;51;10302;7
19811111;51;0;72;10177;8
19811112;90;1;0;10196;7
19811113;72;18;14;10245;6
19811114;52;35;4;10307;3
19811115;20;77;0;10309;3
19811116;12;0;0;10247;5
19811117;41;0;37;10162;7
19811118;94;5;73;10116;7
19811119;64;74;30;10178;4
19811120;128;0;18;10138;8
19811121;95;0;24;10212;8
19811122;119;0;0;10217;8
19811123;102;25;11;10119;6
19811124;56;23;10;10151;5
19811125;37;-1;32;10228;6
19811126;80;0;7;10213;8
19811127;83;0;57;10060;7
19811128;44;6;33;10048;5
19811129;56;27;25;10123;6
19811130;38;0;89;10060;8
19811201;44;9;7;10190;6
19811202;44;25;9;10283;6
19811203;39;0;11;10300;7
19811204;63;0;104;10135;7
19811205;28;13;15;10108;6
19811206;33;1;59;9976;7
19811207;22;11;33;9895;7
19811208;10;0;56;9826;7
19811209;6;40;48;9925;6
19811210;-14;24;14;10022;6
19811211;-10;0;46;9949;7
19811212;-40;30;6;10034;6
19811213;-31;45;0;10025;5
19811214;-3;0;101;9808;8
19811215;-42;62;0;9962;4
19811216;-81;43;0;10024;3
19811217;-99;28;0;10087;4
19811218;-95;0;0;10053;6
19811219;-28;27;2;10175;6
19811220;-36;3;0;10146;6
19811221;-49;1;43;9969;8
19811222;-59;0;16;9938;8
19811223;-25;0;0;9963;8
19811224;-1;0;0;9948;8
19811225;4;24;6;10096;6
19811226;-25;0;0;10169;7
19811227;-22;0;0;10065;7
19811228;6;2;0;9972;7
19811229;35;0;55;9821;6
19811230;57;8;30;9851;7
19811231;51;0;38;9889;6
19820101;53;0;31;10027;8
19820102;63;0;82;10129;8
19820103;97;12;15;10084;7
19820104;93;4;37;10024;8
19820105;80;0;84;9999;8
19820106;-30;51;4;10170;5
19820107;-55;64;0;10289;4
19820108;-55;0;0;10224;7
19820109;-73;0;0;10169;6
19820110;-91;71;0;10150;1
19820111;-55;0;0;10079;6
19820112;-44;74;0;10261;0
19820113;-55;56;0;10353;1
19820114;-46;75;0;10285;1
19820115;-27;73;0;10235;0
19820116;21;49;0;10216;2
19820117;20;55;0;10243;2
19820118;8;61;0;10248;0
19820119;18;11;0;10241;5
19820120;25;66;5;10233;4
19820121;19;0;13;10258;8
19820122;17;0;19;10214;8
19820123;17;0;0;10215;7
19820124;5;0;0;10248;7
19820125;22;0;102;10188;8
19820126;53;-1;82;10002;8
19820127;25;13;44;10119;6
19820128;32;0;0;10210;7
19820129;71;0;88;10151;8
19820130;89;2;30;10152;8
19820131;38;71;27;10258;3
19820201;7;82;0;10315;1
19820202;14;76;0;10275;1
19820203;7;71;0;10244;1
19820204;22;63;0;10277;2
19820205;46;32;0;10263;6
19820206;72;3;50;10202;7
19820207;60;0;113;10183;8
19820208;51;30;39;10180;7
19820209;67;0;0;10226;7
19820210;57;6;0;10218;5
19820211;74;60;14;10197;3
19820212;56;22;14;10203;3
19820213;80;53;30;10126;3
19820214;53;49;23;10167;5
19820215;25;0;0;10211;8
19820216;14;0;0;10223;8
19820217;8;0;0;10213;8
19820218;18;0;0;10245;6
19820219;-17;33;0;10282;3
19820220;-6;84;0;10280;0
19820221;2;93;0;10253;0
19820222;15;97;0;10162;0
19820223;-10;69;0;10123;4
19820224;-22;0;0;10114;8
19820225;-19;41;0;10093;4
19820226;-6;43;0;10129;4
19820227;28;0;0;10122;8
19820228;75;0;38;10101;8
19820301;92;24;35;10019;7
19820302;66;80;10;10092;4
19820303;77;0;115;10001;7
19820304;49;0;43;10110;5
19820305;33;86;1;10326;2
19820306;14;67;0;10346;2
19820307;17;100;0;10267;1
19820308;16;100;0;10197;0
19820309;22;11;0;10144;4
19820310;56;0;125;9933;8
19820311;47;43;3;10047;5
19820312;49;25;49;10040;5
19820313;39;52;18;10136;6
19820314;60;3;0;10189;6
19820315;91;46;0;10089;7
19820316;60;43;39;10005;5
19820317;51;57;15;10030;4
19820318;40;33;4;10080;4
19820319;46;33;7;10101;6
19820320;54;59;18;10093;6
19820321;41;1;0;10235;7
19820322;50;5;0;10272;8
19820323;59;23;0;10355;6
19820324;42;59;0;10393;6
19820325;42;83;0;10352;4
19820326;76;106;0;10289;2
19820327;94;105;0;10183;1
19820328;72;0;0;10105;6
19820329;47;1;44;10066;7
19820330;50;6;0;10131;7
19820331;61;118;0;10167;1
19820401;86;98;0;10161;0
19820402;98;74;21;10141;4
19820403;86;68;0;10190;5
19820404;104;98;0;10192;5
19820405;122;82;0;10143;6
19820406;115;15;22;10128;7
19820407;112;2;94;10085;8
19820408;58;39;52;10074;6
19820409;37;35;10;10167;5
19820410;49;38;10;10121;5
19820411;40;38;14;10133;6
19820412;35;50;7;10141;5
19820413;44;100;3;10179;3
19820414;46;94;0;10240;3
19820415;75;117;0;10237;2
19820416;92;127;0;10214;1
19820417;70;112;0;10220;4
19820418;81;85;0;10226;5
19820419;75;125;0;10225;1
19820420;76;79;0;10212;3
19820421;76;58;0;10205;4
19820422;85;115;0;10215;1
19820423;71;63;4;10215;3
19820424;74;98;2;10290;3
19820425;84;96;0;10330;4
19820426;88;61;8;10305;6
19820427;83;1;7;10296;8
19820428;92;13;0;10235;7
19820429;67;46;10;10148;6
19820430;64;15;79;10167;7
19820501;77;30;53;10130;6
19820502;76;56;5;10153;6
19820503;92;53;19;10032;6
19820504;86;98;5;10063;4
19820505;71;32;14;10112;6
19820506;68;0;79;10152;8
19820507;70;44;11;10171;6
19820508;74;58;0;10185;5
19820509;79;139;0;10187;2
19820510;103;103;0;10202;3
19820511;112;110;0;10246;2
19820512;123;134;0;10304;1
19820513;125;145;0;10309;1
19820514;143;149;0;10260;1
19820515;173;146;0;10173;0
19820516;183;70;6;10134;5
19820517;177;87;0;10149;5
19820518;142;14;0;10162;6
19820519;142;70;3;10204;6
19820520;145;1;85;10207;8
19820521;153;24;6;10217;7
19820522;145;17;23;10127;7
19820523;123;2;25;10057;7
19820524;134;83;0;10117;5
19820525;150;13;0;10194;6
19820526;191;123;0;10180;2
19820527;172;63;4;10149;5
19820528;135;103;0;10251;4
19820529;146;130;0;10304;2
19820530;174;149;0;10272;1
19820531;200;148;0;10225;0
19820601;209;104;0;10230;3
19820602;224;105;25;10208;4
19820603;230;111;0;10182;3
19820604;213;45;0;10192;4
19820605;225;120;0;10186;2
19820606;209;12;0;10162;7
19820607;209;47;5;10198;4
19820608;193;121;0;10215;3
19820609;160;142;0;10206;2
19820610;163;110;0;10154;6
19820611;160;2;7;10054;7
19820612;139;43;3;10022;6
19820613;124;44;49;10048;6
19820614;119;36;3;10129;6
19820615;124;2;0;10171;7
19820616;116;24;59;10143;6
19820617;126;61;0;10199;3
19820618;139;44;24;10109;6
19820619;144;13;82;10100;8
19820620;148;66;0;10170;5
19820621;146;13;0;10158;6
19820622;172;13;31;10078;7
19820623;165;52;22;10053;6
19820624;153;25;51;10105;7
19820625;179;55;0;10088;6
19820626;171;94;8;10068;4
19820627;161;65;7;10088;6
19820628;153;34;4;10088;6
19820629;157;72;12;10124;5
19820630;156;118;0;10214;3
19820701;148;14;23;10213;7
19820702;210;103;0;10106;4
19820703;166;14;2;10078;7
19820704;156;65;0;10170;5
19820705;164;68;0;10198;7
19820706;158;3;0;10182;7
19820707;171;124;0;10222;2
19820708;207;136;0;10231;0
19820709;246;147;0;10168;0
19820710;197;24;0;10209;5
19820711;211;120;0;10203;3
19820712;223;110;0;10174;5
